#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 265.8 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "5"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_XXmm_SINGLE_LAYER"
 5.411532242E-03 9.143096805E-01 -4.456411581E-03
 5.908409599E-03 9.143096805E-01 -5.035475828E-03
 5.911569111E-03 9.143096805E-01 -5.039157812E-03
 6.422090810E-03 9.143096805E-01 -5.638367031E-03
 6.425336935E-03 9.143096805E-01 -5.642177071E-03
 6.963112392E-03 9.143096805E-01 -6.233199500E-03
 6.966531742E-03 9.143096805E-01 -6.236957386E-03
 7.541629951E-03 9.143096805E-01 -6.809754763E-03
 7.545286790E-03 9.143096805E-01 -6.813397165E-03
 8.144074120E-03 9.143096805E-01 -7.390762214E-03
 8.147881366E-03 9.143096805E-01 -7.394433487E-03
 8.755111136E-03 9.143096805E-01 -7.985305972E-03
 8.758972399E-03 9.143096805E-01 -7.989062928E-03
 9.395331144E-03 9.143096805E-01 -8.578182198E-03
 9.399377741E-03 9.143096805E-01 -8.581927978E-03
 1.006736699E-02 9.143096805E-01 -9.157977067E-03
 1.007161476E-02 9.143096805E-01 -9.161639959E-03
 1.075561624E-02 9.143096805E-01 -9.740247391E-03
 1.075996552E-02 9.143096805E-01 -9.743926115E-03
 1.147279330E-02 9.143096805E-01 -1.031887904E-02
 1.147732604E-02 9.143096805E-01 -1.032253448E-02
 1.221779082E-02 9.143096805E-01 -1.088444982E-02
 1.222249959E-02 9.143096805E-01 -1.088802237E-02
 1.298019662E-02 9.143096805E-01 -1.145707536E-02
 1.298501436E-02 9.143096805E-01 -1.146069355E-02
 1.376327872E-02 9.143096805E-01 -1.203227043E-02
 1.376822777E-02 9.143096805E-01 -1.203590445E-02
 1.456797682E-02 9.143096805E-01 -1.260041632E-02
 1.457306184E-02 9.143096805E-01 -1.260400563E-02
 1.540239342E-02 9.143096805E-01 -1.316720061E-02
 1.540766656E-02 9.143096805E-01 -1.317078155E-02
 1.625623181E-02 9.143096805E-01 -1.372667402E-02
 1.626162790E-02 9.143096805E-01 -1.373020839E-02
 1.713046059E-02 9.143096805E-01 -1.428737398E-02
 1.713598520E-02 9.143096805E-01 -1.429091673E-02
 1.802956499E-02 9.143096805E-01 -1.484910306E-02
 1.803524606E-02 9.143096805E-01 -1.485265233E-02
 1.894525252E-02 9.143096805E-01 -1.540810149E-02
 1.895103976E-02 9.143096805E-01 -1.541163307E-02
 1.989304647E-02 9.143096805E-01 -1.595363021E-02
 1.989903674E-02 9.143096805E-01 -1.595707610E-02
 2.086176910E-02 9.143096805E-01 -1.648689248E-02
 2.086789161E-02 9.143096805E-01 -1.649026200E-02
 2.185133286E-02 9.143096805E-01 -1.701547205E-02
 2.185758576E-02 9.143096805E-01 -1.701881178E-02
 2.287301607E-02 9.143096805E-01 -1.753330044E-02
 2.287947200E-02 9.143096805E-01 -1.753657125E-02
 2.391213365E-02 9.143096805E-01 -1.804548316E-02
 2.391869947E-02 9.143096805E-01 -1.804871857E-02
 2.496621385E-02 9.143096805E-01 -1.856237650E-02
 2.497287467E-02 9.143096805E-01 -1.856564172E-02
 2.604495548E-02 9.143096805E-01 -1.907398179E-02
 2.605177276E-02 9.143096805E-01 -1.907721348E-02
 2.714744769E-02 9.143096805E-01 -1.957385056E-02
 2.715441398E-02 9.143096805E-01 -1.957700774E-02
 2.827362530E-02 9.143096805E-01 -2.007272467E-02
 2.828074247E-02 9.143096805E-01 -2.007587627E-02
 2.941560000E-02 9.143096805E-01 -2.057356760E-02
 2.942281589E-02 9.143096805E-01 -2.057673223E-02
 3.057608940E-02 9.143096805E-01 -2.107252367E-02
 3.058342263E-02 9.143096805E-01 -2.107567713E-02
 3.176186606E-02 9.143096805E-01 -2.156522498E-02
 3.176935762E-02 9.143096805E-01 -2.156833746E-02
 3.296592459E-02 9.143096805E-01 -2.204985544E-02
 3.297353163E-02 9.143096805E-01 -2.205291763E-02
 3.419116512E-02 9.143096805E-01 -2.252556756E-02
 3.419890627E-02 9.143096805E-01 -2.252857387E-02
 3.544303030E-02 9.143096805E-01 -2.298984677E-02
 3.545094281E-02 9.143096805E-01 -2.299278043E-02
 3.671783954E-02 9.143096805E-01 -2.344114520E-02
 3.672589362E-02 9.143096805E-01 -2.344399691E-02
 3.801169991E-02 9.143096805E-01 -2.389050648E-02
 3.801987693E-02 9.143096805E-01 -2.389334515E-02
 3.932238743E-02 9.143096805E-01 -2.434425242E-02
 3.933066875E-02 9.143096805E-01 -2.434711903E-02
 4.065018892E-02 9.143096805E-01 -2.479532547E-02
 4.065857828E-02 9.143096805E-01 -2.479817532E-02
 4.200334474E-02 9.143096805E-01 -2.523134649E-02
 4.201189429E-02 9.143096805E-01 -2.523410134E-02
 4.338902980E-02 9.143096805E-01 -2.562582865E-02
 4.339778796E-02 9.143096805E-01 -2.562831901E-02
 4.483106360E-02 9.143096805E-01 -2.586900257E-02
 4.484017566E-02 9.143096805E-01 -2.587053366E-02
 4.641832411E-02 9.143096805E-01 -2.560061030E-02
 4.642836004E-02 9.143096805E-01 -2.559889480E-02
 4.829748720E-02 9.143096805E-01 -2.419166267E-02
 4.830937088E-02 9.143096805E-01 -2.418271452E-02
 5.033435300E-02 9.143096805E-01 -2.216039784E-02
 5.034722760E-02 9.143096805E-01 -2.214753814E-02
 5.208787695E-02 9.143096805E-01 -2.128674649E-02
 5.209894478E-02 9.143096805E-01 -2.128127217E-02
 5.360309407E-02 9.143096805E-01 -2.145536803E-02
 5.361265689E-02 9.143096805E-01 -2.145647444E-02
 5.511388928E-02 9.143096805E-01 -2.171440981E-02
 5.512343347E-02 9.143096805E-01 -2.171605080E-02
 5.664199591E-02 9.143096805E-01 -2.197975479E-02
 5.665165186E-02 9.143096805E-01 -2.198143117E-02
 5.818580091E-02 9.143096805E-01 -2.225410752E-02
 5.819555745E-02 9.143096805E-01 -2.225584164E-02
 5.974613130E-02 9.143096805E-01 -2.253465354E-02
 5.975599214E-02 9.143096805E-01 -2.253642678E-02
 6.132376939E-02 9.143096805E-01 -2.281389199E-02
 6.133373827E-02 9.143096805E-01 -2.281565592E-02
 6.292008609E-02 9.143096805E-01 -2.309048735E-02
 6.293017417E-02 9.143096805E-01 -2.309223451E-02
 6.453419477E-02 9.143096805E-01 -2.336847223E-02
 6.454439461E-02 9.143096805E-01 -2.337022871E-02
 6.616557389E-02 9.143096805E-01 -2.364598401E-02
 6.617588550E-02 9.143096805E-01 -2.364773676E-02
 6.781559438E-02 9.143096805E-01 -2.392139845E-02
 6.782601774E-02 9.143096805E-01 -2.392313816E-02
 6.948359311E-02 9.143096805E-01 -2.419451997E-02
 6.949413568E-02 9.143096805E-01 -2.419624478E-02
 7.117030770E-02 9.143096805E-01 -2.446467616E-02
 7.118096948E-02 9.143096805E-01 -2.446638234E-02
 7.287407666E-02 9.143096805E-01 -2.473433688E-02
 7.288484275E-02 9.143096805E-01 -2.473604120E-02
 7.459513843E-02 9.143096805E-01 -2.500431798E-02
 7.460601628E-02 9.143096805E-01 -2.500602417E-02
 7.633400708E-02 9.143096805E-01 -2.527213655E-02
 7.634499669E-02 9.143096805E-01 -2.527382784E-02
 7.809267193E-02 9.143096805E-01 -2.553325891E-02
 7.810378820E-02 9.143096805E-01 -2.553490922E-02
 7.986889035E-02 9.143096805E-01 -2.578814141E-02
 7.988011092E-02 9.143096805E-01 -2.578975074E-02
 8.166320622E-02 9.143096805E-01 -2.604286931E-02
 8.167454600E-02 9.143096805E-01 -2.604447864E-02
 8.347368240E-02 9.143096805E-01 -2.629804239E-02
 8.348511904E-02 9.143096805E-01 -2.629965544E-02
 8.530211449E-02 9.143096805E-01 -2.655145526E-02
 8.531367034E-02 9.143096805E-01 -2.655305713E-02
 8.714852482E-02 9.143096805E-01 -2.680140920E-02
 8.716019243E-02 9.143096805E-01 -2.680298872E-02
 8.901271969E-02 9.143096805E-01 -2.704949304E-02
 8.902449906E-02 9.143096805E-01 -2.705106139E-02
 9.089380503E-02 9.143096805E-01 -2.729480341E-02
 9.090568870E-02 9.143096805E-01 -2.729635313E-02
 9.279269725E-02 9.143096805E-01 -2.753836848E-02
 9.280469269E-02 9.143096805E-01 -2.753990702E-02
 9.470843524E-02 9.143096805E-01 -2.777970582E-02
 9.472054243E-02 9.143096805E-01 -2.778123133E-02
 9.664177895E-02 9.143096805E-01 -2.802101150E-02
 9.665399790E-02 9.143096805E-01 -2.802253701E-02
 9.859171510E-02 9.143096805E-01 -2.826294303E-02
 9.860403836E-02 9.143096805E-01 -2.826447226E-02
 1.005581021E-01 9.143096805E-01 -2.850608155E-02
 1.005705297E-01 9.143096805E-01 -2.850761823E-02
 1.025410593E-01 9.143096805E-01 -2.874912135E-02
 1.025535911E-01 9.143096805E-01 -2.875065617E-02
 1.045407802E-01 9.143096805E-01 -2.899210900E-02
 1.045534164E-01 9.143096805E-01 -2.899364382E-02
 1.065585390E-01 9.143096805E-01 -2.923267521E-02
 1.065712869E-01 9.143096805E-01 -2.923419513E-02
 1.085925251E-01 9.143096805E-01 -2.946962230E-02
 1.086053774E-01 9.143096805E-01 -2.947111987E-02
 1.106438786E-01 9.143096805E-01 -2.970215864E-02
 1.106568426E-01 9.143096805E-01 -2.970362827E-02
 1.127123982E-01 9.143096805E-01 -2.993111126E-02
 1.127254665E-01 9.143096805E-01 -2.993255854E-02
 1.147970334E-01 9.143096805E-01 -3.015707433E-02
 1.148102060E-01 9.143096805E-01 -3.015850112E-02
 1.168987677E-01 9.143096805E-01 -3.037971444E-02
 1.169120446E-01 9.143096805E-01 -3.038112074E-02
 1.190178171E-01 9.143096805E-01 -3.059855103E-02
 1.190312058E-01 9.143096805E-01 -3.059993312E-02
 1.211532205E-01 9.143096805E-01 -3.081196733E-02
 1.211667135E-01 9.143096805E-01 -3.081331588E-02
 1.233045980E-01 9.143096805E-01 -3.102369793E-02
 1.233181953E-01 9.143096805E-01 -3.102503531E-02
 1.254721433E-01 9.143096805E-01 -3.123231418E-02
 1.254858375E-01 9.143096805E-01 -3.123363294E-02
 1.276568919E-01 9.143096805E-01 -3.143801913E-02
 1.276706904E-01 9.143096805E-01 -3.143931925E-02
 1.298569739E-01 9.143096805E-01 -3.163879365E-02
 1.298708767E-01 9.143096805E-01 -3.164006025E-02
 1.320741922E-01 9.143096805E-01 -3.183625266E-02
 1.320881993E-01 9.143096805E-01 -3.183750063E-02
 1.343075186E-01 9.143096805E-01 -3.203134984E-02
 1.343216300E-01 9.143096805E-01 -3.203258291E-02
 1.365561336E-01 9.143096805E-01 -3.222255409E-02
 1.365703493E-01 9.143096805E-01 -3.222376108E-02
 1.388209909E-01 9.143096805E-01 -3.240983561E-02
 1.388352960E-01 9.143096805E-01 -3.241102025E-02
 1.411010921E-01 9.143096805E-01 -3.259330243E-02
 1.411155015E-01 9.143096805E-01 -3.259446099E-02
 1.433984041E-01 9.143096805E-01 -3.277315944E-02
 1.434129179E-01 9.143096805E-01 -3.277429566E-02
 1.457099617E-01 9.143096805E-01 -3.294935077E-02
 1.457245648E-01 9.143096805E-01 -3.295046464E-02
 1.480377167E-01 9.143096805E-01 -3.312225640E-02
 1.480524242E-01 9.143096805E-01 -3.312334791E-02
 1.503806561E-01 9.143096805E-01 -3.329218552E-02
 1.503954530E-01 9.143096805E-01 -3.329325840E-02
 1.527386755E-01 9.143096805E-01 -3.346071765E-02
 1.527535766E-01 9.143096805E-01 -3.346178308E-02
 1.551127881E-01 9.143096805E-01 -3.362780809E-02
 1.551277936E-01 9.143096805E-01 -3.362886235E-02
 1.575010568E-01 9.143096805E-01 -3.379280865E-02
 1.575161517E-01 9.143096805E-01 -3.379385173E-02
 1.599044204E-01 9.143096805E-01 -3.395690024E-02
 1.599196047E-01 9.143096805E-01 -3.395793587E-02
 1.623230428E-01 9.143096805E-01 -3.411774710E-02
 1.623383313E-01 9.143096805E-01 -3.411876410E-02
 1.647569537E-01 9.143096805E-01 -3.427476436E-02
 1.647723317E-01 9.143096805E-01 -3.427575529E-02
 1.672051996E-01 9.143096805E-01 -3.442780674E-02
 1.672206670E-01 9.143096805E-01 -3.442877531E-02
 1.696686894E-01 9.143096805E-01 -3.457695246E-02
 1.696842611E-01 9.143096805E-01 -3.457789496E-02
 1.721464694E-01 9.143096805E-01 -3.472310305E-02
 1.721621305E-01 9.143096805E-01 -3.472402692E-02
 1.746386141E-01 9.143096805E-01 -3.486428037E-02
 1.746543646E-01 9.143096805E-01 -3.486517072E-02
 1.771460176E-01 9.143096805E-01 -3.500252962E-02
 1.771618575E-01 9.143096805E-01 -3.500340134E-02
 1.796667129E-01 9.143096805E-01 -3.513672575E-02
 1.796826422E-01 9.143096805E-01 -3.513757512E-02
 1.822027117E-01 9.143096805E-01 -3.526699916E-02
 1.822187304E-01 9.143096805E-01 -3.526782244E-02
 1.847520322E-01 9.143096805E-01 -3.539322317E-02
 1.847681403E-01 9.143096805E-01 -3.539402038E-02
 1.873165965E-01 9.143096805E-01 -3.551652655E-02
 1.873327941E-01 9.143096805E-01 -3.551730514E-02
 1.898945272E-01 9.143096805E-01 -3.563477471E-02
 1.899108142E-01 9.143096805E-01 -3.563552350E-02
 1.924857050E-01 9.143096805E-01 -3.574997559E-02
 1.925020814E-01 9.143096805E-01 -3.575070202E-02
 1.950912029E-01 9.143096805E-01 -3.586120531E-02
 1.951076686E-01 9.143096805E-01 -3.586190939E-02
 1.977099478E-01 9.143096805E-01 -3.596936166E-02
 1.977264881E-01 9.143096805E-01 -3.597004339E-02
 2.003429830E-01 9.143096805E-01 -3.607350215E-02
 2.003596276E-01 9.143096805E-01 -3.607416153E-02
 2.029893547E-01 9.143096805E-01 -3.617357835E-02
 2.030060738E-01 9.143096805E-01 -3.617421165E-02
 2.056490332E-01 9.143096805E-01 -3.626960516E-02
 2.056658417E-01 9.143096805E-01 -3.627021238E-02
 2.083209753E-01 9.143096805E-01 -3.636250645E-02
 2.083378583E-01 9.143096805E-01 -3.636309505E-02
 2.110071927E-01 9.143096805E-01 -3.645142913E-02
 2.110241652E-01 9.143096805E-01 -3.645199165E-02
 2.137057632E-01 9.143096805E-01 -3.653626516E-02
 2.137228101E-01 9.143096805E-01 -3.653680161E-02
 2.164175510E-01 9.143096805E-01 -3.661813587E-02
 2.164346874E-01 9.143096805E-01 -3.661865368E-02
 2.191426456E-01 9.143096805E-01 -3.669610620E-02
 2.191598713E-01 9.143096805E-01 -3.669659793E-02
 2.218800038E-01 9.143096805E-01 -3.677108139E-02
 2.218973041E-01 9.143096805E-01 -3.677155450E-02
 2.246296853E-01 9.143096805E-01 -3.684200346E-02
 2.246470600E-01 9.143096805E-01 -3.684245050E-02
 2.273926586E-01 9.143096805E-01 -3.690886870E-02
 2.274101228E-01 9.143096805E-01 -3.690928966E-02
 2.301669121E-01 9.143096805E-01 -3.697250411E-02
 2.301844358E-01 9.143096805E-01 -3.697290644E-02
 2.329543829E-01 9.143096805E-01 -3.703306243E-02
 2.329719961E-01 9.143096805E-01 -3.703344613E-02
 2.357532084E-01 9.143096805E-01 -3.708939999E-02
 2.357708961E-01 9.143096805E-01 -3.708975762E-02
 2.385642678E-01 9.143096805E-01 -3.714258969E-02
 2.385820299E-01 9.143096805E-01 -3.714292496E-02
 2.413876504E-01 9.143096805E-01 -3.719162941E-02
 2.414054871E-01 9.143096805E-01 -3.719193861E-02
 2.442222834E-01 9.143096805E-01 -3.723744303E-02
 2.442401946E-01 9.143096805E-01 -3.723773360E-02
 2.470691651E-01 9.143096805E-01 -3.728010505E-02
 2.470871508E-01 9.143096805E-01 -3.728037328E-02
 2.499273717E-01 9.143096805E-01 -3.731856123E-02
 2.499454319E-01 9.143096805E-01 -3.731880337E-02
 2.527968287E-01 9.143096805E-01 -3.735379130E-02
 2.528149486E-01 9.143096805E-01 -3.735401481E-02
 2.556775510E-01 9.143096805E-01 -3.738582507E-02
 2.556957603E-01 9.143096805E-01 -3.738602623E-02
 2.585695088E-01 9.143096805E-01 -3.741464019E-02
 2.585877776E-01 9.143096805E-01 -3.741482273E-02
 2.614727616E-01 9.143096805E-01 -3.743925318E-02
 2.614911199E-01 9.143096805E-01 -3.743940964E-02
 2.643873394E-01 9.143096805E-01 -3.746064380E-02
 2.644057572E-01 9.143096805E-01 -3.746077791E-02
 2.673121095E-01 9.143096805E-01 -3.747873381E-02
 2.673305869E-01 9.143096805E-01 -3.747884929E-02
 2.702482045E-01 9.143096805E-01 -3.749360517E-02
 2.702667415E-01 9.143096805E-01 -3.749369830E-02
 2.731954455E-01 9.143096805E-01 -3.750524670E-02
 2.732140720E-01 9.143096805E-01 -3.750532120E-02
 2.761520445E-01 9.143096805E-01 -3.751353547E-02
 2.761707306E-01 9.143096805E-01 -3.751358762E-02
 2.791199386E-01 9.143096805E-01 -3.751760721E-02
 2.791386843E-01 9.143096805E-01 -3.751763329E-02
 2.820969820E-01 9.143096805E-01 -3.751929849E-02
 2.821157873E-01 9.143096805E-01 -3.751930967E-02
 2.850852907E-01 9.143096805E-01 -3.751777485E-02
 2.851041853E-01 9.143096805E-01 -3.751776367E-02
 2.880829573E-01 9.143096805E-01 -3.751190007E-02
 2.881019115E-01 9.143096805E-01 -3.751186281E-02
 2.910917997E-01 9.143096805E-01 -3.750378266E-02
 2.911108136E-01 9.143096805E-01 -3.750373051E-02
 2.941088974E-01 9.143096805E-01 -3.749224171E-02
 2.941279709E-01 9.143096805E-01 -3.749216720E-02
 2.971362472E-01 9.143096805E-01 -3.747740760E-02
 2.971553802E-01 9.143096805E-01 -3.747731447E-02
 3.001738489E-01 9.143096805E-01 -3.745928034E-02
 3.001930416E-01 9.143096805E-01 -3.745916486E-02
 3.032196462E-01 9.143096805E-01 -3.743871301E-02
 3.032388985E-01 9.143096805E-01 -3.743858263E-02
 3.062757552E-01 9.143096805E-01 -3.741386905E-02
 3.062950671E-01 9.143096805E-01 -3.741371259E-02
 3.093400598E-01 9.143096805E-01 -3.738657758E-02
 3.093594313E-01 9.143096805E-01 -3.738640621E-02
 3.124146461E-01 9.143096805E-01 -3.735600039E-02
 3.124340773E-01 9.143096805E-01 -3.735580668E-02
 3.154974580E-01 9.143096805E-01 -3.732198849E-02
 3.155169487E-01 9.143096805E-01 -3.732177243E-02
 3.185894787E-01 9.143096805E-01 -3.728560731E-02
 3.186090291E-01 9.143096805E-01 -3.728537634E-02
 3.216897547E-01 9.143096805E-01 -3.724580258E-02
 3.217093349E-01 9.143096805E-01 -3.724554926E-02
 3.247983158E-01 9.143096805E-01 -3.720255941E-02
 3.248179555E-01 9.143096805E-01 -3.720228747E-02
 3.279159963E-01 9.143096805E-01 -3.715694696E-02
 3.279356956E-01 9.143096805E-01 -3.715666011E-02
 3.310420215E-01 9.143096805E-01 -3.710791469E-02
 3.310617805E-01 9.143096805E-01 -3.710760549E-02
 3.341761827E-01 9.143096805E-01 -3.705643490E-02
 3.341959715E-01 9.143096805E-01 -3.705611080E-02
 3.373176754E-01 9.143096805E-01 -3.700047359E-02
 3.373375237E-01 9.143096805E-01 -3.700011969E-02
 3.404683173E-01 9.143096805E-01 -3.694312274E-02
 3.404882252E-01 9.143096805E-01 -3.694276139E-02
 3.436261714E-01 9.143096805E-01 -3.688228130E-02
 3.436461389E-01 9.143096805E-01 -3.688189760E-02
 3.467913568E-01 9.143096805E-01 -3.681793809E-02
 3.468113542E-01 9.143096805E-01 -3.681753203E-02
 3.499647081E-01 9.143096805E-01 -3.675115854E-02
 3.499847651E-01 9.143096805E-01 -3.675073758E-02
 3.531452417E-01 9.143096805E-01 -3.668187186E-02
 3.531653285E-01 9.143096805E-01 -3.668143228E-02
 3.563330173E-01 9.143096805E-01 -3.660908714E-02
 3.563531637E-01 9.143096805E-01 -3.660862893E-02
 3.595280349E-01 9.143096805E-01 -3.653379530E-02
 3.595482111E-01 9.143096805E-01 -3.653331846E-02
 3.627302647E-01 9.143096805E-01 -3.645500913E-02
 3.627505004E-01 9.143096805E-01 -3.645450994E-02
 3.659386635E-01 9.143096805E-01 -3.637462482E-02
 3.659589291E-01 9.143096805E-01 -3.637411818E-02
 3.691553473E-01 9.143096805E-01 -3.628984094E-02
 3.691756725E-01 9.143096805E-01 -3.628930449E-02
 3.723772168E-01 9.143096805E-01 -3.620338812E-02
 3.723975718E-01 9.143096805E-01 -3.620284051E-02
 3.756062686E-01 9.143096805E-01 -3.611344472E-02
 3.756266832E-01 9.143096805E-01 -3.611287475E-02
 3.788416684E-01 9.143096805E-01 -3.601992875E-02
 3.788621128E-01 9.143096805E-01 -3.601933643E-02
 3.820841610E-01 9.143096805E-01 -3.592489287E-02
 3.821046352E-01 9.143096805E-01 -3.592429310E-02
 3.853318989E-01 9.143096805E-01 -3.582622856E-02
 3.853524327E-01 9.143096805E-01 -3.582560644E-02
 3.885858655E-01 9.143096805E-01 -3.572499007E-02
 3.886064291E-01 9.143096805E-01 -3.572434932E-02
 3.918450177E-01 9.143096805E-01 -3.562109917E-02
 3.918656111E-01 9.143096805E-01 -3.562044352E-02
 3.951114118E-01 9.143096805E-01 -3.551371768E-02
 3.951320648E-01 9.143096805E-01 -3.551303968E-02
 3.983820081E-01 9.143096805E-01 -3.540460393E-02
 3.984026611E-01 9.143096805E-01 -3.540391475E-02
 4.016587734E-01 9.143096805E-01 -3.529193252E-02
 4.016794860E-01 9.143096805E-01 -3.529122099E-02
 4.049418569E-01 9.143096805E-01 -3.517569229E-02
 4.049625993E-01 9.143096805E-01 -3.517495841E-02
 4.082290530E-01 9.143096805E-01 -3.505772352E-02
 4.082498252E-01 9.143096805E-01 -3.505697846E-02
 4.115214646E-01 9.143096805E-01 -3.493711352E-02
 4.115422666E-01 9.143096805E-01 -3.493634984E-02
 4.148191214E-01 9.143096805E-01 -3.481287137E-02
 4.148399532E-01 9.143096805E-01 -3.481208533E-02
 4.181209803E-01 9.143096805E-01 -3.468590230E-02
 4.181418419E-01 9.143096805E-01 -3.468510136E-02
 4.214280546E-01 9.143096805E-01 -3.455629945E-02
 4.214489460E-01 9.143096805E-01 -3.455547988E-02
 4.247404039E-01 9.143096805E-01 -3.442305699E-02
 4.247613251E-01 9.143096805E-01 -3.442221507E-02
 4.280558825E-01 9.143096805E-01 -3.428801522E-02
 4.280768335E-01 9.143096805E-01 -3.428716213E-02
 4.313766062E-01 9.143096805E-01 -3.414934501E-02
 4.313975871E-01 9.143096805E-01 -3.414846957E-02
 4.347015619E-01 9.143096805E-01 -3.400795534E-02
 4.347225726E-01 9.143096805E-01 -3.400706127E-02
 4.380306602E-01 9.143096805E-01 -3.386384994E-02
 4.380517006E-01 9.143096805E-01 -3.386294097E-02
 4.413630068E-01 9.143096805E-01 -3.371696547E-02
 4.413840771E-01 9.143096805E-01 -3.371603787E-02
 4.446996450E-01 9.143096805E-01 -3.356637061E-02
 4.447207153E-01 9.143096805E-01 -3.356542066E-02
 4.480403662E-01 9.143096805E-01 -3.341405466E-02
 4.480614662E-01 9.143096805E-01 -3.341309354E-02
 4.513833821E-01 9.143096805E-01 -3.325789794E-02
 4.514045119E-01 9.143096805E-01 -3.325691074E-02
 4.547306001E-01 9.143096805E-01 -3.309901804E-02
 4.547517598E-01 9.143096805E-01 -3.309801221E-02
 4.580810368E-01 9.143096805E-01 -3.293735534E-02
 4.581021965E-01 9.143096805E-01 -3.293633461E-02
 4.614346921E-01 9.143096805E-01 -3.277192265E-02
 4.614558816E-01 9.143096805E-01 -3.277087584E-02
 4.647915959E-01 9.143096805E-01 -3.260369599E-02
 4.648128152E-01 9.143096805E-01 -3.260263428E-02
 4.681516886E-01 9.143096805E-01 -3.243268654E-02
 4.681729078E-01 9.143096805E-01 -3.243160620E-02
 4.715139866E-01 9.143096805E-01 -3.225882351E-02
 4.715352356E-01 9.143096805E-01 -3.225772455E-02
 4.748785198E-01 9.143096805E-01 -3.208211064E-02
 4.748997688E-01 9.143096805E-01 -3.208099306E-02
 4.782463014E-01 9.143096805E-01 -3.190161660E-02
 4.782675803E-01 9.143096805E-01 -3.190047666E-02
 4.816162884E-01 9.143096805E-01 -3.171826899E-02
 4.816375673E-01 9.143096805E-01 -3.171711043E-02
 4.849875271E-01 9.143096805E-01 -3.153100610E-02
 4.850088358E-01 9.143096805E-01 -3.152982146E-02
 4.883620143E-01 9.143096805E-01 -3.134094924E-02
 4.883833230E-01 9.143096805E-01 -3.133974969E-02
 4.917386770E-01 9.143096805E-01 -3.114804439E-02
 4.917600155E-01 9.143096805E-01 -3.114682622E-02
 4.951165617E-01 9.143096805E-01 -3.095221706E-02
 4.951379001E-01 9.143096805E-01 -3.095098026E-02
 4.984957278E-01 9.143096805E-01 -3.075247444E-02
 4.985170662E-01 9.143096805E-01 -3.075121157E-02
 5.018771291E-01 9.143096805E-01 -3.054887988E-02
 5.018984675E-01 9.143096805E-01 -3.054759279E-02
 5.052596927E-01 9.143096805E-01 -3.034334816E-02
 5.052810907E-01 9.143096805E-01 -3.034204990E-02
 5.086436272E-01 9.143096805E-01 -3.013291769E-02
 5.086650252E-01 9.143096805E-01 -3.013158776E-02
 5.120286942E-01 9.143096805E-01 -2.992054075E-02
 5.120500922E-01 9.143096805E-01 -2.991919965E-02
 5.154150724E-01 9.143096805E-01 -2.970326878E-02
 5.154364705E-01 9.143096805E-01 -2.970189601E-02
 5.188027024E-01 9.143096805E-01 -2.948305570E-02
 5.188241005E-01 9.143096805E-01 -2.948166430E-02
 5.221905112E-01 9.143096805E-01 -2.925985493E-02
 5.222119093E-01 9.143096805E-01 -2.925844491E-02
 5.255786180E-01 9.143096805E-01 -2.903266810E-02
 5.256000161E-01 9.143096805E-01 -2.903123200E-02
 5.289680362E-01 9.143096805E-01 -2.880156226E-02
 5.289894342E-01 9.143096805E-01 -2.880010195E-02
 5.323575735E-01 9.143096805E-01 -2.856745571E-02
 5.323789716E-01 9.143096805E-01 -2.856597677E-02
 5.324721336E-01 9.143096805E-01 -2.723372169E-02
 5.324727297E-01 9.143096805E-01 -2.722525038E-02

ZONE T="SLICE_Y_0p9144_BINS15_KS_XXmm_SINGLE_LAYER"
 5.324727297E-01 9.143587351E-01 -2.722525038E-02
 5.291583538E-01 9.143587351E-01 -2.652369626E-02
 5.291487575E-01 9.143587351E-01 -2.652166598E-02
 5.258340836E-01 9.143587351E-01 -2.582309395E-02
 5.258244872E-01 9.143587351E-01 -2.582107112E-02
 5.225105882E-01 9.143587351E-01 -2.512655035E-02
